cluster_id	questions	answers
cluster-3009	who the fascist dictator of germany during world war 2?	https://en.wikipedia.org/wiki/adolf_hitler
cluster-1873	what three continents does the mediterranean sea border with?	https://en.wikipedia.org/wiki/africa
	what are three continents that the mediterranean sea borders?	https://en.wikipedia.org/wiki/europe
	what three continents border the mediterranean sea?	https://en.wikipedia.org/wiki/asia
cluster-1732	what did selena gomez play on hannah montana?	mikayla
cluster-3537	who plays gwen in chrissa stands strong?	https://en.wikipedia.org/wiki/kaitlyn_dever
cluster-2030	when abraham lincoln mom died?	1818-10-05
cluster-139	what borders the country of colombia and costa rica?	https://en.wikipedia.org/wiki/panama
cluster-3857	who was the us president during the war of vietnam?	https://en.wikipedia.org/wiki/richard_nixon
	what country do columbia and costa rica border?	https://en.wikipedia.org/wiki/dwight_d._eisenhower
	a country that borders colombia and costa rica?	https://en.wikipedia.org/wiki/lyndon_b._johnson
	country that borders colombia and costa rica?	https://en.wikipedia.org/wiki/john_f._kennedy
	what country share a border with costa rica and colombia?	https://en.wikipedia.org/wiki/gerald_ford
cluster-2636	what is njeef dunhams wifes name?	audrey murdick
		paige dunham
cluster-1700	what is queen elizabethii birthdate?	1926-04-21
cluster-286	what number of terms did andrew johnson do?	1
cluster-7	when did stevie ray vaughan die?	1990-08-27
cluster-1242	when was joe biden elected for being a senator of deleware?	1972
cluster-2941	what is the largest city in present day greece?	https://en.wikipedia.org/wiki/athens
cluster-3299	what type of genre does rihanna sing?	https://en.wikipedia.org/wiki/pop_music
		https://en.wikipedia.org/wiki/contemporary_r%26b
cluster-2485	who are hilary duff's siblings?	https://en.wikipedia.org/wiki/haylie_duff
cluster-3292	what is the hottest planet also the second planet from the sun?	https://en.wikipedia.org/wiki/venus
cluster-599	what is the capital of siberia?	https://en.wikipedia.org/wiki/belgrade
cluster-3759	who is the forty-second president of the united states?	https://en.wikipedia.org/wiki/bill_clinton
cluster-2648	where is turkey more located?	https://en.wikipedia.org/wiki/asia
cluster-3678	what was the first independent republic of latin america and who led its rebellion?	https://en.wikipedia.org/wiki/haiti
cluster-1411	when did jackie joyner kersee attend ucla?	1980-1985
cluster-3141	where did paul bear bryant coach?	https://en.wikipedia.org/wiki/north_carolina_pre-flight_cloudbusters_football
	where did bear bryant coach?	https://en.wikipedia.org/wiki/alabama_crimson_tide_football
cluster-3548	what college did bo jackson go to?	https://en.wikipedia.org/wiki/auburn_university
cluster-981	what is dorothy hamill's brother's name?	sandy hamill
cluster-2841	where is the delaware state university located?	https://en.wikipedia.org/wiki/dover,_delaware
cluster-580	where did bernardo de galvez govern in north america?	https://en.wikipedia.org/wiki/louisiana
cluster-2831	when did king edward die?	https://en.wikipedia.org/wiki/edward_viii
cluster-2854	where did elizabeth blackwell's brother and sisters grow up?	https://en.wikipedia.org/wiki/bristol
cluster-1816	what movies is jonathan taylor thomas in?	https://en.wikipedia.org/wiki/tom_and_huck
		https://en.wikipedia.org/wiki/the_lion_king
		https://en.wikipedia.org/wiki/wild_america_(film)
		https://en.wikipedia.org/wiki/speedway_junky
		https://en.wikipedia.org/wiki/walking_across_egypt
		https://en.wikipedia.org/wiki/the_adventures_of_pinocchio_(1996_film)
		https://en.wikipedia.org/wiki/i%27ll_be_home_for_christmas_(1998_film)
		https://en.wikipedia.org/wiki/pom_poko
		https://en.wikipedia.org/wiki/man_of_the_house_(1995_film)
cluster-3881	which country was the first to launch a space station into orbit?	https://en.wikipedia.org/wiki/soviet_union
cluster-942	who is niki yanofsky?	https://en.wikipedia.org/wiki/singing
cluster-459	which character did sean connery play in robin hood prince of thieves?	king richard
cluster-3029	what was the name of the label that elvis recorded for?	https://en.wikipedia.org/wiki/rca_records
	who was the king in robin hood prince of thieves?	https://en.wikipedia.org/wiki/his_master%27s_voice
		https://en.wikipedia.org/wiki/sun_records
cluster-3665	israeli prime minister who signed the camp david accords in 1979?	https://en.wikipedia.org/wiki/menachem_begin
cluster-1197	when did tyler perrys father stop abusing him?	
cluster-1007	what is the population of india in 2011?	1,210,726,932
cluster-3833	australia population in 1979?	14,510,000
cluster-3199	what does carl jung study?	https://en.wikipedia.org/wiki/analytical_psychology
cluster-1079	what school did ella baker went to?	https://en.wikipedia.org/wiki/shaw_university
cluster-633	what movies were jack black in?	https://en.wikipedia.org/wiki/goosebumps_(film)
	in what movies has jack black appeared?	https://en.wikipedia.org/wiki/tropic_thunder
		https://en.wikipedia.org/wiki/bernie_(2011_film)
		https://en.wikipedia.org/wiki/shallow_hal
		https://en.wikipedia.org/wiki/high_fidelity_(film)
		https://en.wikipedia.org/wiki/nacho_libre
		https://en.wikipedia.org/wiki/school_of_rock
		https://en.wikipedia.org/wiki/king_kong_(2005_film)
cluster-529	what kind of dog did abe lincoln have?	https://en.wikipedia.org/wiki/mixed_breed
cluster-3932	who were the three major allied countries and their leader?	https://en.wikipedia.org/wiki/franklin_d._roosevelt
		https://en.wikipedia.org/wiki/winston_churchill
		https://en.wikipedia.org/wiki/joseph_stalin
cluster-2439	what holy city is in saudi arabia?	https://en.wikipedia.org/wiki/mecca
cluster-23	who is first chairman in sbi?	https://en.wikipedia.org/wiki/arundhati_bhattacharya
cluster-1762	where did georges bizet die at?	https://en.wikipedia.org/wiki/bougival
cluster-761	when was the first john deere made?	1837
cluster-2456	who was the secretary of state for george w bush?	https://en.wikipedia.org/wiki/colin_powell
	who was secretary of state under bush 41 during the war?	https://en.wikipedia.org/wiki/condoleezza_rice
cluster-224	where was the movie marley and you made?	https://en.wikipedia.org/wiki/miami
		https://en.wikipedia.org/wiki/west_palm_beach,_florida
		https://en.wikipedia.org/wiki/hollywood,_florida
		https://en.wikipedia.org/wiki/west_chester,_pennsylvania
		https://en.wikipedia.org/wiki/hard_rock_stadium
		https://en.wikipedia.org/wiki/fort_lauderdale,_florida
		https://en.wikipedia.org/wiki/connemara
		https://en.wikipedia.org/wiki/county_galway
cluster-2955	who was your very first president in the us?	https://en.wikipedia.org/wiki/george_washington
cluster-3664	what are lebron james kids age?	12 years
		2 years
		9 years
cluster-899	what high school mike bibby attend?	shadow mountain high school
cluster-1361	when did trenton new jersey become the capital?	1790
cluster-3156	who was elected president in 1796 and who was elected vice president?	https://en.wikipedia.org/wiki/thomas_jefferson
	when did new jerseys capital become trenton?	https://en.wikipedia.org/wiki/john_adams
cluster-2037	what is the third book of twilight series called?	https://en.wikipedia.org/wiki/eclipse_(meyer_novel)
cluster-1567	shakespeare first book was?	https://en.wikipedia.org/wiki/first_folio
cluster-1262	the first star farmer of america is?	carlton patton
cluster-1869	what is the smallest state in the united states?	https://en.wikipedia.org/wiki/rhode_island
cluster-3788	what is the name of the female pharaoh?	https://en.wikipedia.org/wiki/hatshepsut
cluster-213	when did the first space ship from earth land on mars?	1976-07-20
cluster-1997	what elementary school did mae jemison go to?	
cluster-205	what were patrick henrys siblings names?	https://en.wikipedia.org/wiki/william_henry_(brother_of_patrick_henry)
	names of patrick henry's siblings?	https://en.wikipedia.org/wiki/elizabeth_henry_campbell_russell
cluster-1994	what year did janice joplin die?	1970
cluster-2238	who was johnny maestro's first wife?	alma jean degler
cluster-3859	what was john f kennedy wife favorite drink?	https://en.wikipedia.org/wiki/daiquiri
cluster-28	this european country touches portugal and france?	https://en.wikipedia.org/wiki/spain
cluster-1430	when did dolores huerta get married and to who?	ventura huerta
	what european country is on the border of france and portugal?	ralph head
cluster-2597	what year did abe lincoln die?	1865-04-15
cluster-388	what movies have george clooney and julia roberts starred in together?	https://en.wikipedia.org/wiki/money_monster
cluster-3191	mussolini became prime minister of italy when?	1922-10-31
cluster-3576	what was the first song elvis wrote?	https://en.wikipedia.org/wiki/my_happiness_(popular_song)
cluster-597	when was world war 1 fought?	1914-07-28
	world war 1 was fought when?	1918-11-11
cluster-3388	who was christopher columbus married to?	https://en.wikipedia.org/wiki/filipa_moniz_perestrelo
cluster-3022	what was elvis's first song he made?	https://en.wikipedia.org/wiki/my_happiness_(popular_song)
cluster-2155	which planets are smaller than the earth?	https://en.wikipedia.org/wiki/mars
	which planets is smaller than earth?	https://en.wikipedia.org/wiki/venus
cluster-1059	what time is justin biebers birthday?	1994-03-01
cluster-661	what is chris brown siblings names?	lytrell bundy
cluster-2536	what is the us city with the highest population?	https://en.wikipedia.org/wiki/new_york_city
cluster-839	who became president after jfk's assignation?	https://en.wikipedia.org/wiki/lyndon_b._johnson
cluster-138	what southwest asian country is located south of the central asian republics of turkmenistan and uzbekistan?	https://en.wikipedia.org/wiki/afghanistan
cluster-2268	what was john adams 2nd wifes name?	
cluster-3916	who is mariah carey influenced by?	https://en.wikipedia.org/wiki/sarah_vaughan
	what country is located south of turkmenistan and uzbekistan?	https://en.wikipedia.org/wiki/whitney_houston
		https://en.wikipedia.org/wiki/billie_holiday
cluster-1771	who originally portrayed indiana jones in raiders of the lost rk?	https://en.wikipedia.org/wiki/harrison_ford
cluster-2181	who is the father of diana ross five children?	https://en.wikipedia.org/wiki/berry_gordy
	who is the father of diana ross's children?	https://en.wikipedia.org/wiki/robert_ellis_silberstein
cluster-1895	marlon brando receive his first academy award for best actor?	1954
cluster-264	who was the first emperor of mexico?	https://en.wikipedia.org/wiki/agust%c3%adn_de_iturbide
cluster-3892	who was nicki minaj ex boyfriend?	https://en.wikipedia.org/wiki/safaree_samuels
cluster-2156	what is the biggest city in rhode island?	https://en.wikipedia.org/wiki/rhode_island
cluster-2394	what is the ethnic make-up of nigeria?	https://en.wikipedia.org/wiki/kanuri_people
	what major ethnic groups are in nigeria?	https://en.wikipedia.org/wiki/igbo_people
		https://en.wikipedia.org/wiki/fula_people
		https://en.wikipedia.org/wiki/ijaw_people
		https://en.wikipedia.org/wiki/yoruba_people
		https://en.wikipedia.org/wiki/ibibio_people
		https://en.wikipedia.org/wiki/hausa_people
cluster-2398	what is the largest city of northern areas of india?	https://en.wikipedia.org/wiki/delhi
cluster-2207	which grammy did madonna win in 2008?	https://en.wikipedia.org/wiki/grammy_award_for_best_music_film
cluster-2873	when was first marilyn monroe married?	1942
cluster-19	who was the us president when the louisiana territory was purchased?	https://en.wikipedia.org/wiki/thomas_jefferson
cluster-1847	when did the first satellite land on mars?	1971-05-30
cluster-2496	who was lincoln's secretary of state during his assassination?	https://en.wikipedia.org/wiki/william_h._seward
cluster-3041	what is rico form hanna montana real name?	https://en.wikipedia.org/wiki/mois%c3%a9s_arias
cluster-3417	julia alvaraz's parents?	
cluster-793	what were rene descartes occupations durning his lifespan?	https://en.wikipedia.org/wiki/philosopher
cluster-2306	who was elviss wife?	https://en.wikipedia.org/wiki/priscilla_presley
cluster-2705	when did stevie erwin die?	2006-09-04
cluster-873	when was the first census conducted in india?	1872
cluster-63	who was the 16 president of us?	https://en.wikipedia.org/wiki/abraham_lincoln
cluster-739	what are the names and birthdays of alicia keys children?	2014-12-27
	who was the 16th president of the us?	egypt daoud dean
	who was the 16th president of the usa?	2010-10-14
	who was the 16th us president?	genesis ali dean
cluster-1793	what religion is david clayton henrie?	https://en.wikipedia.org/wiki/catholicism
cluster-2813	who was the man of the tournament in the 1983 cricket world cup?	https://en.wikipedia.org/wiki/mohinder_amarnath
